word,spelling_status,confidence_score,classification_reason,frequency
ऐतिहासिक,correct spelling,high,found in reference vocabulary,6
गूगल,correct spelling,high,found in reference vocabulary,6
चुकी,correct spelling,high,found in reference vocabulary,6
चलती,correct spelling,high,found in reference vocabulary,6
सुविधा,correct spelling,high,found in reference vocabulary,6
सबका,correct spelling,high,found in reference vocabulary,6
लड़ाई,correct spelling,high,found in reference vocabulary,6
ई,correct spelling,high,found in reference vocabulary,6
बताएं,correct spelling,high,found in reference vocabulary,6
डेढ़,correct spelling,high,found in reference vocabulary,6
ते,correct spelling,high,found in reference vocabulary,6
रखेंगे,correct spelling,high,found in reference vocabulary,6
प्लीज,correct spelling,high,found in reference vocabulary,6
लगाना,correct spelling,high,found in reference vocabulary,6
अनजान,correct spelling,high,found in reference vocabulary,6
बंदे,correct spelling,high,found in reference vocabulary,6
सोने,correct spelling,high,found in reference vocabulary,6
पेट्रोल,correct spelling,high,found in reference vocabulary,6
भला,correct spelling,high,found in reference vocabulary,6
भीख,correct spelling,high,found in reference vocabulary,6
खतरनाक,correct spelling,high,found in reference vocabulary,6
भरोसा,correct spelling,high,found in reference vocabulary,6
उं,correct spelling,high,found in reference vocabulary,6
नुकसान,correct spelling,high,found in reference vocabulary,6
स्टडी,correct spelling,high,found in reference vocabulary,6
शरारते,correct spelling,high,found in reference vocabulary,6
मैंम,correct spelling,high,found in reference vocabulary,6
पेपर,correct spelling,high,found in reference vocabulary,6
जिनको,correct spelling,high,found in reference vocabulary,6
इवेंट,correct spelling,high,found in reference vocabulary,6
बैकग्राउंड,correct spelling,high,found in reference vocabulary,6
असल,correct spelling,high,found in reference vocabulary,6
साइन,correct spelling,high,found in reference vocabulary,6
कहता,correct spelling,high,found in reference vocabulary,6
चली,correct spelling,high,found in reference vocabulary,6
टाइमिंग,correct spelling,high,found in reference vocabulary,6
रोक,correct spelling,high,found in reference vocabulary,6
रखने,correct spelling,high,found in reference vocabulary,6
वेस्ट,correct spelling,high,found in reference vocabulary,6
कॉन्टैक्ट,correct spelling,high,found in reference vocabulary,6
शामिल,correct spelling,high,found in reference vocabulary,6
वापिस,correct spelling,high,found in reference vocabulary,6
बल्कि,correct spelling,high,found in reference vocabulary,6
कहाँ,correct spelling,high,found in reference vocabulary,6
बनाता,correct spelling,high,found in reference vocabulary,6
आउट,correct spelling,high,found in reference vocabulary,6
पैदल,correct spelling,high,found in reference vocabulary,6
संतुलन,correct spelling,high,found in reference vocabulary,6
पचास,correct spelling,high,found in reference vocabulary,6
इनकी,correct spelling,high,found in reference vocabulary,6
शिकायत,correct spelling,high,found in reference vocabulary,6
बारबार,correct spelling,high,found in reference vocabulary,6
पढ़ाया,correct spelling,high,found in reference vocabulary,6
मॉडल,correct spelling,high,found in reference vocabulary,6
खतम,correct spelling,high,found in reference vocabulary,6
व,correct spelling,high,found in reference vocabulary,6
परिणाम,correct spelling,high,found in reference vocabulary,6
रिलेट,correct spelling,high,found in reference vocabulary,6
लिखी,correct spelling,high,found in reference vocabulary,6
ग्रो,correct spelling,high,found in reference vocabulary,6
बाई,correct spelling,high,found in reference vocabulary,6
समझा,correct spelling,high,found in reference vocabulary,6
चिंता,correct spelling,high,found in reference vocabulary,6
मसाले,correct spelling,high,found in reference vocabulary,6
दें,correct spelling,high,found in reference vocabulary,6
स्ट्रेस,correct spelling,high,found in reference vocabulary,6
बोलने,correct spelling,high,found in reference vocabulary,6
ज़ी,correct spelling,high,found in reference vocabulary,6
पौराणिक,correct spelling,high,found in reference vocabulary,6
पात्र,correct spelling,high,found in reference vocabulary,6
आर्ट,correct spelling,high,found in reference vocabulary,6
एक्साइटेड,correct spelling,high,found in reference vocabulary,6
लेपटॉप,correct spelling,high,found in reference vocabulary,6
एप्स,correct spelling,high,found in reference vocabulary,6
सिटी,correct spelling,high,found in reference vocabulary,6
खेलता,correct spelling,high,found in reference vocabulary,6
बैटर,correct spelling,high,found in reference vocabulary,6
इमरजेंसी,correct spelling,high,found in reference vocabulary,6
सिक्स,correct spelling,high,found in reference vocabulary,6
प्रोडक्शन,correct spelling,high,found in reference vocabulary,6
खैर,correct spelling,high,found in reference vocabulary,6
मिलके,correct spelling,high,found in reference vocabulary,6
स्टार्टिंग,correct spelling,high,found in reference vocabulary,6
खिलौने,correct spelling,high,found in reference vocabulary,6
बोलेंगे,correct spelling,high,found in reference vocabulary,6
क्लियर,correct spelling,high,found in reference vocabulary,6
लक्ष,correct spelling,high,found in reference vocabulary,6
ऊर्जा,correct spelling,high,found in reference vocabulary,6
प्रथम,correct spelling,high,found in reference vocabulary,6
गुलदस्ता,correct spelling,high,found in reference vocabulary,6
यूनिक,correct spelling,high,found in reference vocabulary,6
ऐ,correct spelling,high,found in reference vocabulary,6
सजा,correct spelling,high,found in reference vocabulary,6
पशुओं,correct spelling,high,found in reference vocabulary,6
फिफ्टी,correct spelling,high,found in reference vocabulary,6
बताये,correct spelling,high,found in reference vocabulary,6
लगेंगे,correct spelling,high,found in reference vocabulary,6
