word,label,confidence,reason,frequency
घबरा,correct,high,found in reference vocabulary,7
परियास,incorrect,medium,possible typo of 'प्रयास' (similarity=83.33333333333334),1
रखु,incorrect,medium,possible typo of 'रख' (similarity=80.0),1
शिकायत,correct,high,found in reference vocabulary,6
बजाय,correct,medium,medium frequency in dataset (n=2),2
ढूंढना,correct,high,found in reference vocabulary,3
मुश्किलें,incorrect,medium,possible typo of 'मुश्किल' (similarity=87.5),1
आएगी,correct,high,found in reference vocabulary,4
सीखोगे,correct,medium,medium frequency in dataset (n=2),2
अव,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
वैल्यू,correct,high,found in reference vocabulary,5
बारबार,correct,high,found in reference vocabulary,6
उन्हीं,correct,high,found in reference vocabulary,3
भरी,correct,high,found in reference vocabulary,4
सफल,correct,high,found in reference vocabulary,12
निराश,correct,medium,medium frequency in dataset (n=2),2
इंटरनेट,correct,high,found in reference vocabulary,8
नोवल,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
मोटिवेशनल,correct,medium,medium frequency in dataset (n=2),2
हअ,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
स्पीकर,incorrect,low,no close match found in vocabulary (best=72.72727272727273),1
जे,correct,high,found in reference vocabulary,7
विंग्स,correct,high,found in reference vocabulary,5
फायर,correct,high,found in reference vocabulary,5
सफलताएं,incorrect,medium,possible typo of 'सफलता' (similarity=83.33333333333334),1
असफलताएं,incorrect,medium,possible typo of 'असफलता' (similarity=85.71428571428572),1
किताब,correct,high,found in reference vocabulary,41
पढ़ाया,correct,high,found in reference vocabulary,6
खरीदा,correct,medium,medium frequency in dataset (n=2),2
हिम्मत,correct,medium,medium frequency in dataset (n=2),2
सीखोगे।,incorrect,low,no close match found in vocabulary (best=72.72727272727273),1
दोबारा,correct,high,found in reference vocabulary,5
करोगे।,correct,medium,close match to 'करोगे' (similarity=90.9090909090909),1
चलेगी,incorrect,medium,possible typo of 'चलेगा' (similarity=80.0),1
मोटिवेट,correct,high,found in reference vocabulary,9
रोल,correct,high,found in reference vocabulary,5
मॉडल,correct,high,found in reference vocabulary,6
मार्ग,correct,medium,medium frequency in dataset (n=2),2
दर्शक,incorrect,medium,possible typo of 'दर्शन' (similarity=80.0),1
आखों,correct,high,found in reference vocabulary,3
मानती,correct,high,found in reference vocabulary,8
आजीवन,incorrect,medium,possible typo of 'जीवन' (similarity=88.88888888888889),1
समझे,correct,high,found in reference vocabulary,3
नकल,correct,medium,medium frequency in dataset (n=2),2
भ्रम,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
साइंटिस्ट,correct,medium,medium frequency in dataset (n=2),2
रॉल,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
बा,correct,high,found in reference vocabulary,3
सोचे,correct,high,found in reference vocabulary,3
जाएंगे।,correct,medium,medium frequency in dataset (n=2),2
शिवरात्रि,correct,high,found in reference vocabulary,3
शिवजी,correct,medium,medium frequency in dataset (n=2),2
भांग,correct,high,found in reference vocabulary,8
हु।,correct,high,found in reference vocabulary,4
पीते,correct,high,found in reference vocabulary,3
कहती,correct,high,found in reference vocabulary,4
विष,correct,high,found in reference vocabulary,4
पिया,correct,high,found in reference vocabulary,5
करो।,incorrect,medium,possible typo of 'करो' (similarity=85.71428571428572),1
गांजा,correct,high,found in reference vocabulary,4
प्रसाद,correct,high,found in reference vocabulary,10
जानती,correct,high,found in reference vocabulary,4
निष्कर्ष,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
दिशा,correct,high,found in reference vocabulary,5
कठीन,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
कदम,correct,high,found in reference vocabulary,12
प्रॉब्लम्स,incorrect,medium,possible typo of 'प्रॉब्लम' (similarity=88.88888888888889),1
खतम,correct,high,found in reference vocabulary,6
चाहूँगा,correct,high,found in reference vocabulary,5
डिसीजन,correct,medium,medium frequency in dataset (n=2),2
डिसिजन,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
लूंगा,correct,high,found in reference vocabulary,10
मार्क,incorrect,medium,possible typo of 'मार्केट' (similarity=83.33333333333334),1
अगली,correct,high,found in reference vocabulary,9
डाटा,incorrect,medium,possible typo of 'डांट' (similarity=75.0),1
तूने,incorrect,medium,possible typo of 'इतने' (similarity=75.0),1
दूसरी,correct,high,found in reference vocabulary,14
समझती,correct,medium,medium frequency in dataset (n=2),2
कंप्लीट,correct,high,found in reference vocabulary,10
इसीलिए,correct,high,found in reference vocabulary,8
प्रेशर,correct,high,found in reference vocabulary,9
कौनसी,correct,medium,medium frequency in dataset (n=2),2
जुड़ती,correct,medium,close match to 'जुड़ी' (similarity=90.9090909090909),1
हम्म।,correct,high,found in reference vocabulary,8
नि,correct,high,found in reference vocabulary,5
नीद,incorrect,medium,possible typo of 'नींद' (similarity=85.71428571428572),1
करोगे,correct,high,found in reference vocabulary,9
ऊ,correct,high,found in reference vocabulary,3
स्ट्रागल,incorrect,low,no close match found in vocabulary (best=71.42857142857143),1
फेस,correct,high,found in reference vocabulary,7
इगो,correct,medium,medium frequency in dataset (n=2),2
क्यंकि,correct,medium,close match to 'क्योंकि' (similarity=92.3076923076923),1
व,correct,high,found in reference vocabulary,6
मैनेज,correct,high,found in reference vocabulary,3
डिप्रेस,correct,medium,medium frequency in dataset (n=2),2
फायदा,correct,high,found in reference vocabulary,9
यूथ,correct,medium,medium frequency in dataset (n=2),2
ओवर,correct,high,found in reference vocabulary,3
पास्ट,incorrect,medium,possible typo of 'पोस्ट' (similarity=80.0),1
फसे,incorrect,medium,possible typo of 'से' (similarity=80.0),1
क्यू,correct,high,found in reference vocabulary,3
फ्यूचर,correct,high,found in reference vocabulary,3
वोही,correct,medium,medium frequency in dataset (n=2),2
मुझमें,incorrect,medium,possible typo of 'मुझे' (similarity=80.0),1
कॉन्फिडेंस,correct,high,found in reference vocabulary,7
आगया,incorrect,medium,possible typo of 'गया' (similarity=85.71428571428572),1
मुझसे,correct,high,found in reference vocabulary,7
इन्सान,correct,medium,medium frequency in dataset (n=2),2
।गया,incorrect,medium,possible typo of 'गया' (similarity=85.71428571428572),1
बिशेषअ,incorrect,low,no close match found in vocabulary (best=54.54545454545454),1
विशेष,incorrect,medium,possible typo of 'विष' (similarity=75.0),1
गुन,correct,high,found in reference vocabulary,4
अपनाने,incorrect,medium,possible typo of 'अपनाना' (similarity=83.33333333333334),1
स्माइल,incorrect,medium,possible typo of 'स्टाइल' (similarity=83.33333333333334),1
उमम,correct,medium,medium frequency in dataset (n=2),2
वई,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
वीक,incorrect,medium,possible typo of 'वी' (similarity=80.0),1
एक्शन,correct,high,found in reference vocabulary,4
शिकायते,correct,medium,close match to 'शिकायत' (similarity=92.3076923076923),1
रखोगे,correct,medium,medium frequency in dataset (n=2),2
डाउन,correct,high,found in reference vocabulary,5
एक्सपर्ट,incorrect,medium,possible typo of 'एक्सेप्ट' (similarity=87.5),1
लूँगा,incorrect,medium,possible typo of 'दूँगा' (similarity=80.0),1
कॉन्फ़िडेन्स,incorrect,medium,possible typo of 'कॉन्फिडेंस' (similarity=81.81818181818181),1
बुडा,incorrect,medium,possible typo of 'बुरा' (similarity=75.0),1
भागना,correct,high,found in reference vocabulary,3
अपनाया,incorrect,medium,possible typo of 'अपनाना' (similarity=83.33333333333334),1
उदाहरण,correct,high,found in reference vocabulary,4
अनुसरण,incorrect,medium,possible typo of 'अनुसार' (similarity=83.33333333333334),1
परिणाम,correct,high,found in reference vocabulary,6
